codigo_cie,nombre,categoria,palabras_clave,sintomas
D0188,Neuralgia del trigémino,Enfermedades neurológicas,"['problema cardíaco', 'ansiedad', 'inflamación', 'asma', 'problema digestivo', 'diabetes']","['pérdida de memoria', 'mareos', 'pérdida de peso', 'pérdida de apetito', 'dolor de cabeza', 'náuseas']"
D0189,Neuropatía periférica diabética,Enfermedades neurológicas,"['ansiedad', 'artritis', 'depresión', 'eczema', 'problema digestivo', 'dolor']","['pérdida de apetito', 'dificultad para respirar', 'fatiga', 'confusión', 'problemas para dormir', 'sangrado']"
D0190,Síndrome de Guillain-Barré,Enfermedades neurológicas,"['colesterol', 'artritis', 'inflamación', 'eczema', 'ictus', 'azúcar en sangre']","['dolor de cabeza', 'pérdida de peso', 'vómitos', 'dolor torácico', 'pérdida de apetito', 'dolor abdominal']"
D0191,Epilepsia del lóbulo temporal,Enfermedades neurológicas,"['azúcar en sangre', 'ataque al corazón', 'presión alta', 'depresión', 'epilepsia', 'problema digestivo']","['fiebre', 'confusión', 'fatiga', 'náuseas', 'pérdida de memoria', 'diarrea']"
D0192,Migraña con aura,Enfermedades neurológicas,"['depresión', 'eczema', 'dolor', 'infección', 'artritis', 'azúcar en sangre']","['diarrea', 'dolor torácico', 'dolor de cabeza', 'sangrado', 'fatiga', 'tos']"
D0193,Migraña sin aura,Enfermedades neurológicas,"['epilepsia', 'diabetes', 'alergia', 'ataque al corazón', 'dolor', 'inflamación']","['mareos', 'dificultad para respirar', 'confusión', 'dolor torácico', 'dolor abdominal', 'fiebre']"
D0194,Esclerosis múltiple remitente-recurrente,Enfermedades neurológicas,"['ataque al corazón', 'inflamación', 'alergia', 'problema cardíaco', 'diabetes', 'asma']","['fiebre', 'pérdida de apetito', 'dolor torácico', 'dolor de cabeza', 'tos', 'mareos']"
D0195,Enfermedad de Parkinson temprana,Enfermedades neurológicas,"['epilepsia', 'colesterol', 'ataque al corazón', 'presión alta', 'depresión', 'diabetes']","['náuseas', 'pérdida de peso', 'pérdida de memoria', 'diarrea', 'pérdida de apetito', 'dolor de cabeza']"
D0196,Accidente cerebrovascular isquémico,Enfermedades neurológicas,"['infección', 'dolor', 'asma', 'ataque al corazón', 'epilepsia', 'ansiedad']","['dolor abdominal', 'hinchazón', 'náuseas', 'tos', 'mareos', 'fatiga']"
D0197,Accidente cerebrovascular hemorrágico,Enfermedades neurológicas,"['cáncer', 'inflamación', 'hipotiroidismo', 'problema digestivo', 'ataque al corazón', 'artritis']","['pérdida de apetito', 'vómitos', 'dolor abdominal', 'hinchazón', 'visión borrosa', 'confusión']"
D0198,Neuralgia del trigémino,Enfermedades neurológicas,"['cáncer', 'inflamación', 'diabetes', 'dolor', 'presión alta', 'epilepsia']","['pérdida de apetito', 'fatiga', 'dolor de cabeza', 'dolor abdominal', 'pérdida de memoria', 'dificultad para respirar']"
D0199,Neuropatía periférica diabética,Enfermedades neurológicas,"['azúcar en sangre', 'dolor', 'inflamación', 'depresión', 'presión alta', 'problema cardíaco']","['sangrado', 'problemas para dormir', 'vómitos', 'dolor torácico', 'visión borrosa', 'pérdida de peso']"
D0200,Síndrome de Guillain-Barré,Enfermedades neurológicas,"['problema digestivo', 'dolor', 'infección', 'alergia', 'cáncer', 'ictus']","['mareos', 'dificultad para respirar', 'visión borrosa', 'tos', 'sangrado', 'dolor de cabeza']"
D0201,Epilepsia del lóbulo temporal,Enfermedades neurológicas,"['infección', 'problema cardíaco', 'asma', 'presión alta', 'azúcar en sangre', 'alergia']","['hinchazón', 'dificultad para respirar', 'dolor de cabeza', 'mareos', 'visión borrosa', 'vómitos']"
D0202,Migraña con aura,Enfermedades neurológicas,"['presión alta', 'ansiedad', 'inflamación', 'epilepsia', 'diabetes', 'depresión']","['dolor torácico', 'dolor abdominal', 'dolor de cabeza', 'sangrado', 'fiebre', 'problemas para dormir']"
D0203,Migraña sin aura,Enfermedades neurológicas,"['eczema', 'diabetes', 'depresión', 'ansiedad', 'dolor', 'azúcar en sangre']","['confusión', 'visión borrosa', 'hinchazón', 'pérdida de apetito', 'dolor torácico', 'dolor abdominal']"
D0204,Esclerosis múltiple remitente-recurrente,Enfermedades neurológicas,"['diabetes', 'colesterol', 'epilepsia', 'ataque al corazón', 'hipotiroidismo', 'depresión']","['pérdida de peso', 'dificultad para respirar', 'diarrea', 'vómitos', 'dolor torácico', 'pérdida de memoria']"
D0205,Enfermedad de Parkinson temprana,Enfermedades neurológicas,"['diabetes', 'epilepsia', 'azúcar en sangre', 'cáncer', 'inflamación', 'eczema']","['mareos', 'sangrado', 'vómitos', 'hinchazón', 'fatiga', 'confusión']"
D0206,Accidente cerebrovascular isquémico,Enfermedades neurológicas,"['dolor', 'problema digestivo', 'epilepsia', 'eczema', 'artritis', 'alergia']","['problemas para dormir', 'pérdida de memoria', 'dificultad para respirar', 'dolor torácico', 'confusión', 'hinchazón']"
D0207,Accidente cerebrovascular hemorrágico,Enfermedades neurológicas,"['asma', 'problema cardíaco', 'dolor', 'infección', 'artritis', 'problema digestivo']","['confusión', 'pérdida de memoria', 'náuseas', 'fiebre', 'dolor de cabeza', 'problemas para dormir']"
D0208,Neuralgia del trigémino,Enfermedades neurológicas,"['cáncer', 'problema cardíaco', 'depresión', 'dolor', 'ataque al corazón', 'azúcar en sangre']","['vómitos', 'hinchazón', 'sangrado', 'tos', 'diarrea', 'fatiga']"
D0209,Neuropatía periférica diabética,Enfermedades neurológicas,"['ataque al corazón', 'ictus', 'diabetes', 'ansiedad', 'inflamación', 'dolor']","['dolor de cabeza', 'pérdida de peso', 'visión borrosa', 'diarrea', 'mareos', 'fatiga']"
D0210,Síndrome de Guillain-Barré,Enfermedades neurológicas,"['hipotiroidismo', 'diabetes', 'problema digestivo', 'inflamación', 'asma', 'epilepsia']","['visión borrosa', 'pérdida de apetito', 'confusión', 'fiebre', 'hinchazón', 'dolor abdominal']"
D0211,Depresión mayor recurrente,Enfermedades mentales,"['alergia', 'diabetes', 'presión alta', 'colesterol', 'problema digestivo', 'artritis']","['pérdida de memoria', 'pérdida de peso', 'dificultad para respirar', 'pérdida de apetito', 'mareos', 'dolor abdominal']"
D0212,Trastorno de ansiedad generalizada,Enfermedades mentales,"['infección', 'inflamación', 'hipotiroidismo', 'cáncer', 'artritis', 'problema cardíaco']","['visión borrosa', 'fatiga', 'pérdida de apetito', 'dolor torácico', 'náuseas', 'pérdida de memoria']"
D0213,Trastorno obsesivo-compulsivo severo,Enfermedades mentales,"['diabetes', 'ictus', 'ataque al corazón', 'problema cardíaco', 'cáncer', 'presión alta']","['mareos', 'fatiga', 'tos', 'pérdida de peso', 'confusión', 'vómitos']"
D0214,Trastorno bipolar tipo I,Enfermedades mentales,"['ataque al corazón', 'ansiedad', 'infección', 'epilepsia', 'ictus', 'alergia']","['fatiga', 'hinchazón', 'pérdida de apetito', 'vómitos', 'dolor torácico', 'náuseas']"
D0215,Trastorno bipolar tipo II,Enfermedades mentales,"['alergia', 'infección', 'dolor', 'problema digestivo', 'azúcar en sangre', 'eczema']","['pérdida de peso', 'mareos', 'vómitos', 'dolor abdominal', 'dolor de cabeza', 'dolor torácico']"
D0216,Esquizofrenia paranoide,Enfermedades mentales,"['dolor', 'problema cardíaco', 'ictus', 'azúcar en sangre', 'hipotiroidismo', 'problema digestivo']","['visión borrosa', 'hinchazón', 'mareos', 'vómitos', 'problemas para dormir', 'fiebre']"
D0217,Fobia social,Enfermedades mentales,"['dolor', 'infección', 'ataque al corazón', 'asma', 'hipotiroidismo', 'inflamación']","['diarrea', 'hinchazón', 'vómitos', 'sangrado', 'náuseas', 'fatiga']"
D0218,Trastorno de pánico con agorafobia,Enfermedades mentales,"['inflamación', 'presión alta', 'cáncer', 'asma', 'azúcar en sangre', 'colesterol']","['vómitos', 'sangrado', 'fatiga', 'confusión', 'dificultad para respirar', 'hinchazón']"
D0219,Trastorno por déficit de atención con hiperactividad,Enfermedades mentales,"['diabetes', 'problema digestivo', 'problema cardíaco', 'ansiedad', 'colesterol', 'eczema']","['pérdida de apetito', 'dolor de cabeza', 'náuseas', 'pérdida de peso', 'tos', 'hinchazón']"
D0220,Trastorno de estrés postraumático,Enfermedades mentales,"['dolor', 'eczema', 'artritis', 'hipotiroidismo', 'ictus', 'azúcar en sangre']","['confusión', 'fiebre', 'dolor torácico', 'pérdida de apetito', 'náuseas', 'dificultad para respirar']"
D0221,Depresión mayor recurrente,Enfermedades mentales,"['depresión', 'ansiedad', 'asma', 'inflamación', 'artritis', 'diabetes']","['hinchazón', 'fatiga', 'sangrado', 'dificultad para respirar', 'pérdida de peso', 'diarrea']"
D0222,Trastorno de ansiedad generalizada,Enfermedades mentales,"['asma', 'hipotiroidismo', 'ictus', 'dolor', 'diabetes', 'inflamación']","['fiebre', 'fatiga', 'diarrea', 'pérdida de apetito', 'problemas para dormir', 'vómitos']"
D0223,Trastorno obsesivo-compulsivo severo,Enfermedades mentales,"['diabetes', 'asma', 'infección', 'ansiedad', 'problema digestivo', 'hipotiroidismo']","['dolor abdominal', 'pérdida de peso', 'tos', 'pérdida de apetito', 'pérdida de memoria', 'dificultad para respirar']"
D0224,Trastorno bipolar tipo I,Enfermedades mentales,"['infección', 'depresión', 'colesterol', 'presión alta', 'asma', 'inflamación']","['pérdida de apetito', 'dolor abdominal', 'visión borrosa', 'fatiga', 'fiebre', 'diarrea']"
D0225,Trastorno bipolar tipo II,Enfermedades mentales,"['dolor', 'presión alta', 'eczema', 'hipotiroidismo', 'ataque al corazón', 'asma']","['problemas para dormir', 'hinchazón', 'vómitos', 'diarrea', 'visión borrosa', 'dolor torácico']"
D0226,Esquizofrenia paranoide,Enfermedades mentales,"['hipotiroidismo', 'problema digestivo', 'ictus', 'presión alta', 'asma', 'azúcar en sangre']","['hinchazón', 'tos', 'dolor de cabeza', 'visión borrosa', 'fatiga', 'pérdida de peso']"
D0227,Fobia social,Enfermedades mentales,"['inflamación', 'azúcar en sangre', 'depresión', 'presión alta', 'ansiedad', 'dolor']","['dificultad para respirar', 'dolor torácico', 'fiebre', 'mareos', 'problemas para dormir', 'visión borrosa']"
D0228,Trastorno de pánico con agorafobia,Enfermedades mentales,"['presión alta', 'azúcar en sangre', 'eczema', 'inflamación', 'colesterol', 'epilepsia']","['fatiga', 'diarrea', 'pérdida de peso', 'dolor torácico', 'visión borrosa', 'pérdida de memoria']"
D0229,Trastorno por déficit de atención con hiperactividad,Enfermedades mentales,"['diabetes', 'dolor', 'asma', 'infección', 'azúcar en sangre', 'alergia']","['dificultad para respirar', 'problemas para dormir', 'fatiga', 'confusión', 'vómitos', 'fiebre']"
D0230,Trastorno de estrés postraumático,Enfermedades mentales,"['asma', 'inflamación', 'problema digestivo', 'presión alta', 'colesterol', 'dolor']","['náuseas', 'pérdida de memoria', 'fatiga', 'pérdida de apetito', 'problemas para dormir', 'visión borrosa']"
D0231,Depresión mayor recurrente,Enfermedades mentales,"['ataque al corazón', 'ansiedad', 'problema cardíaco', 'epilepsia', 'alergia', 'colesterol']","['mareos', 'visión borrosa', 'dolor abdominal', 'confusión', 'tos', 'dolor torácico']"
D0232,Trastorno de ansiedad generalizada,Enfermedades mentales,"['ictus', 'epilepsia', 'artritis', 'cáncer', 'diabetes', 'presión alta']","['tos', 'diarrea', 'pérdida de apetito', 'dolor torácico', 'sangrado', 'visión borrosa']"
D0233,Trastorno obsesivo-compulsivo severo,Enfermedades mentales,"['depresión', 'problema cardíaco', 'presión alta', 'ictus', 'diabetes', 'inflamación']","['fatiga', 'confusión', 'hinchazón', 'fiebre', 'pérdida de apetito', 'problemas para dormir']"
D0234,Trastorno bipolar tipo I,Enfermedades mentales,"['depresión', 'ataque al corazón', 'infección', 'dolor', 'ictus', 'problema cardíaco']","['confusión', 'dolor de cabeza', 'pérdida de peso', 'hinchazón', 'pérdida de apetito', 'visión borrosa']"
D0235,Trastorno bipolar tipo II,Enfermedades mentales,"['epilepsia', 'cáncer', 'colesterol', 'asma', 'alergia', 'inflamación']","['fatiga', 'mareos', 'dolor de cabeza', 'fiebre', 'problemas para dormir', 'dificultad para respirar']"
D0236,Esquizofrenia paranoide,Enfermedades mentales,"['problema cardíaco', 'infección', 'hipotiroidismo', 'depresión', 'problema digestivo', 'diabetes']","['diarrea', 'pérdida de peso', 'dolor abdominal', 'tos', 'fatiga', 'hinchazón']"
D0237,Fobia social,Enfermedades mentales,"['dolor', 'diabetes', 'ictus', 'eczema', 'epilepsia', 'azúcar en sangre']","['fiebre', 'tos', 'náuseas', 'pérdida de apetito', 'hinchazón', 'visión borrosa']"
D0238,Trastorno de pánico con agorafobia,Enfermedades mentales,"['eczema', 'alergia', 'depresión', 'diabetes', 'epilepsia', 'ataque al corazón']","['diarrea', 'mareos', 'náuseas', 'tos', 'fiebre', 'dolor abdominal']"
D0239,Trastorno por déficit de atención con hiperactividad,Enfermedades mentales,"['asma', 'presión alta', 'cáncer', 'ictus', 'alergia', 'colesterol']","['mareos', 'problemas para dormir', 'hinchazón', 'pérdida de memoria', 'visión borrosa', 'tos']"
D0240,Trastorno de estrés postraumático,Enfermedades mentales,"['epilepsia', 'ictus', 'hipotiroidismo', 'azúcar en sangre', 'problema digestivo', 'depresión']","['diarrea', 'dolor torácico', 'mareos', 'tos', 'náuseas', 'pérdida de apetito']"
D0241,Depresión mayor recurrente,Enfermedades mentales,"['asma', 'infección', 'alergia', 'dolor', 'hipotiroidismo', 'colesterol']","['problemas para dormir', 'sangrado', 'pérdida de memoria', 'náuseas', 'fatiga', 'vómitos']"
D0242,Trastorno de ansiedad generalizada,Enfermedades mentales,"['asma', 'alergia', 'dolor', 'presión alta', 'inflamación', 'diabetes']","['hinchazón', 'sangrado', 'fiebre', 'confusión', 'náuseas', 'pérdida de apetito']"
D0243,Trastorno obsesivo-compulsivo severo,Enfermedades mentales,"['ictus', 'epilepsia', 'diabetes', 'problema cardíaco', 'hipotiroidismo', 'inflamación']","['dolor abdominal', 'vómitos', 'dolor de cabeza', 'confusión', 'visión borrosa', 'pérdida de memoria']"
D0244,Trastorno bipolar tipo I,Enfermedades mentales,"['dolor', 'depresión', 'problema cardíaco', 'azúcar en sangre', 'alergia', 'presión alta']","['visión borrosa', 'hinchazón', 'dolor torácico', 'problemas para dormir', 'diarrea', 'pérdida de memoria']"
D0245,Trastorno bipolar tipo II,Enfermedades mentales,"['eczema', 'inflamación', 'hipotiroidismo', 'epilepsia', 'asma', 'dolor']","['dolor torácico', 'dolor de cabeza', 'pérdida de peso', 'hinchazón', 'vómitos', 'confusión']"
D0246,Esquizofrenia paranoide,Enfermedades mentales,"['artritis', 'inflamación', 'ansiedad', 'ictus', 'eczema', 'asma']","['dificultad para respirar', 'visión borrosa', 'náuseas', 'tos', 'vómitos', 'problemas para dormir']"
D0247,Fobia social,Enfermedades mentales,"['diabetes', 'presión alta', 'ictus', 'ansiedad', 'dolor', 'inflamación']","['problemas para dormir', 'tos', 'dolor abdominal', 'confusión', 'pérdida de peso', 'náuseas']"
D0248,Trastorno de pánico con agorafobia,Enfermedades mentales,"['infección', 'depresión', 'azúcar en sangre', 'hipotiroidismo', 'dolor', 'asma']","['mareos', 'náuseas', 'vómitos', 'pérdida de apetito', 'tos', 'confusión']"
D0249,Trastorno por déficit de atención con hiperactividad,Enfermedades mentales,"['ataque al corazón', 'dolor', 'epilepsia', 'cáncer', 'ansiedad', 'eczema']","['fatiga', 'dolor de cabeza', 'hinchazón', 'pérdida de peso', 'problemas para dormir', 'dolor torácico']"
D0250,Trastorno de estrés postraumático,Enfermedades mentales,"['colesterol', 'infección', 'problema digestivo', 'alergia', 'problema cardíaco', 'asma']","['fatiga', 'visión borrosa', 'dolor torácico', 'dificultad para respirar', 'dolor de cabeza', 'náuseas']"
D0251,Depresión mayor recurrente,Enfermedades mentales,"['depresión', 'infección', 'alergia', 'problema cardíaco', 'hipotiroidismo', 'eczema']","['dificultad para respirar', 'hinchazón', 'diarrea', 'sangrado', 'problemas para dormir', 'fiebre']"
D0252,Trastorno de ansiedad generalizada,Enfermedades mentales,"['presión alta', 'ictus', 'artritis', 'epilepsia', 'eczema', 'ataque al corazón']","['mareos', 'fiebre', 'vómitos', 'tos', 'náuseas', 'hinchazón']"
D0253,Trastorno obsesivo-compulsivo severo,Enfermedades mentales,"['colesterol', 'problema cardíaco', 'presión alta', 'inflamación', 'alergia', 'ictus']","['mareos', 'vómitos', 'sangrado', 'pérdida de memoria', 'fatiga', 'tos']"
D0254,Trastorno bipolar tipo I,Enfermedades mentales,"['ictus', 'ataque al corazón', 'inflamación', 'hipotiroidismo', 'epilepsia', 'dolor']","['dolor de cabeza', 'dificultad para respirar', 'fiebre', 'vómitos', 'pérdida de memoria', 'dolor torácico']"
D0255,Trastorno bipolar tipo II,Enfermedades mentales,"['hipotiroidismo', 'cáncer', 'alergia', 'presión alta', 'problema digestivo', 'azúcar en sangre']","['pérdida de memoria', 'dificultad para respirar', 'mareos', 'pérdida de peso', 'hinchazón', 'pérdida de apetito']"
D0256,Esquizofrenia paranoide,Enfermedades mentales,"['ataque al corazón', 'problema cardíaco', 'dolor', 'ansiedad', 'asma', 'azúcar en sangre']","['tos', 'vómitos', 'pérdida de apetito', 'visión borrosa', 'pérdida de peso', 'confusión']"
D0257,Fobia social,Enfermedades mentales,"['artritis', 'inflamación', 'depresión', 'asma', 'dolor', 'problema digestivo']","['dolor torácico', 'pérdida de peso', 'hinchazón', 'dolor de cabeza', 'dificultad para respirar', 'mareos']"
D0258,Trastorno de pánico con agorafobia,Enfermedades mentales,"['ictus', 'ansiedad', 'problema cardíaco', 'dolor', 'inflamación', 'problema digestivo']","['pérdida de apetito', 'pérdida de memoria', 'náuseas', 'diarrea', 'dolor abdominal', 'dolor de cabeza']"
D0259,Trastorno por déficit de atención con hiperactividad,Enfermedades mentales,"['epilepsia', 'artritis', 'alergia', 'cáncer', 'ansiedad', 'eczema']","['fatiga', 'dolor de cabeza', 'dolor abdominal', 'visión borrosa', 'confusión', 'dificultad para respirar']"
D0260,Trastorno de estrés postraumático,Enfermedades mentales,"['ataque al corazón', 'infección', 'inflamación', 'hipotiroidismo', 'ansiedad', 'alergia']","['problemas para dormir', 'hinchazón', 'pérdida de apetito', 'visión borrosa', 'pérdida de memoria', 'mareos']"
D0261,Depresión mayor recurrente,Enfermedades mentales,"['ansiedad', 'hipotiroidismo', 'depresión', 'inflamación', 'ataque al corazón', 'infección']","['dolor torácico', 'tos', 'dificultad para respirar', 'fatiga', 'visión borrosa', 'pérdida de memoria']"
D0262,Trastorno de ansiedad generalizada,Enfermedades mentales,"['ictus', 'problema digestivo', 'problema cardíaco', 'dolor', 'ataque al corazón', 'infección']","['pérdida de memoria', 'dolor de cabeza', 'náuseas', 'dolor torácico', 'pérdida de peso', 'visión borrosa']"
D0263,Trastorno obsesivo-compulsivo severo,Enfermedades mentales,"['inflamación', 'eczema', 'cáncer', 'epilepsia', 'problema digestivo', 'problema cardíaco']","['confusión', 'dolor de cabeza', 'pérdida de apetito', 'fatiga', 'diarrea', 'dolor torácico']"
D0264,Trastorno bipolar tipo I,Enfermedades mentales,"['presión alta', 'ansiedad', 'problema digestivo', 'azúcar en sangre', 'colesterol', 'inflamación']","['mareos', 'tos', 'vómitos', 'pérdida de peso', 'visión borrosa', 'problemas para dormir']"
D0265,Trastorno bipolar tipo II,Enfermedades mentales,"['colesterol', 'azúcar en sangre', 'inflamación', 'presión alta', 'depresión', 'alergia']","['pérdida de memoria', 'visión borrosa', 'confusión', 'dolor torácico', 'diarrea', 'problemas para dormir']"
D0266,Esquizofrenia paranoide,Enfermedades mentales,"['colesterol', 'problema cardíaco', 'problema digestivo', 'diabetes', 'infección', 'ataque al corazón']","['mareos', 'tos', 'dolor de cabeza', 'fiebre', 'hinchazón', 'problemas para dormir']"
D0267,Fobia social,Enfermedades mentales,"['alergia', 'asma', 'hipotiroidismo', 'eczema', 'ictus', 'colesterol']","['problemas para dormir', 'fiebre', 'dolor de cabeza', 'sangrado', 'fatiga', 'pérdida de apetito']"
D0268,Trastorno de pánico con agorafobia,Enfermedades mentales,"['epilepsia', 'azúcar en sangre', 'hipotiroidismo', 'colesterol', 'presión alta', 'ataque al corazón']","['vómitos', 'tos', 'sangrado', 'hinchazón', 'dolor torácico', 'problemas para dormir']"
D0269,Trastorno por déficit de atención con hiperactividad,Enfermedades mentales,"['ictus', 'depresión', 'eczema', 'colesterol', 'ataque al corazón', 'hipotiroidismo']","['pérdida de peso', 'pérdida de apetito', 'dolor abdominal', 'dolor de cabeza', 'hinchazón', 'dificultad para respirar']"
D0270,Trastorno de estrés postraumático,Enfermedades mentales,"['dolor', 'presión alta', 'diabetes', 'ataque al corazón', 'inflamación', 'depresión']","['dificultad para respirar', 'dolor torácico', 'fiebre', 'confusión', 'hinchazón', 'tos']"
D0271,Psoriasis vulgar,Enfermedades dermatológicas,"['cáncer', 'problema digestivo', 'depresión', 'diabetes', 'hipotiroidismo', 'dolor']","['pérdida de apetito', 'dificultad para respirar', 'sangrado', 'pérdida de peso', 'dolor abdominal', 'fatiga']"
D0272,Dermatitis atópica infantil,Enfermedades dermatológicas,"['colesterol', 'azúcar en sangre', 'dolor', 'diabetes', 'problema cardíaco', 'ataque al corazón']","['náuseas', 'visión borrosa', 'fatiga', 'hinchazón', 'dolor torácico', 'tos']"
D0273,Rosácea papulopustulosa,Enfermedades dermatológicas,"['cáncer', 'alergia', 'hipotiroidismo', 'ansiedad', 'diabetes', 'colesterol']","['dolor de cabeza', 'pérdida de peso', 'pérdida de apetito', 'confusión', 'visión borrosa', 'dificultad para respirar']"
D0274,Vitíligo segmentario,Enfermedades dermatológicas,"['colesterol', 'asma', 'diabetes', 'problema cardíaco', 'presión alta', 'dolor']","['dolor de cabeza', 'mareos', 'pérdida de peso', 'visión borrosa', 'dificultad para respirar', 'fatiga']"
D0275,Melanoma de extensión superficial,Enfermedades dermatológicas,"['ictus', 'presión alta', 'depresión', 'asma', 'problema digestivo', 'dolor']","['visión borrosa', 'fiebre', 'pérdida de peso', 'pérdida de memoria', 'sangrado', 'vómitos']"
D0276,Queratosis actínica,Enfermedades dermatológicas,"['alergia', 'asma', 'problema cardíaco', 'diabetes', 'epilepsia', 'problema digestivo']","['fatiga', 'tos', 'dolor abdominal', 'dolor de cabeza', 'dolor torácico', 'hinchazón']"
D0277,Acné inflamatorio severo,Enfermedades dermatológicas,"['eczema', 'hipotiroidismo', 'diabetes', 'problema digestivo', 'azúcar en sangre', 'ataque al corazón']","['confusión', 'dificultad para respirar', 'tos', 'dolor torácico', 'vómitos', 'pérdida de memoria']"
D0278,Eczema alérgico de contacto,Enfermedades dermatológicas,"['asma', 'infección', 'azúcar en sangre', 'ictus', 'presión alta', 'cáncer']","['sangrado', 'diarrea', 'mareos', 'pérdida de peso', 'problemas para dormir', 'confusión']"
D0279,Urticaria crónica,Enfermedades dermatológicas,"['inflamación', 'epilepsia', 'problema cardíaco', 'asma', 'alergia', 'presión alta']","['problemas para dormir', 'vómitos', 'pérdida de apetito', 'dificultad para respirar', 'dolor abdominal', 'dolor torácico']"
D0280,Lupus cutáneo discoide,Enfermedades dermatológicas,"['ictus', 'problema cardíaco', 'presión alta', 'colesterol', 'diabetes', 'eczema']","['sangrado', 'náuseas', 'pérdida de memoria', 'vómitos', 'dolor torácico', 'dolor abdominal']"
D0281,Psoriasis vulgar,Enfermedades dermatológicas,"['diabetes', 'asma', 'problema digestivo', 'epilepsia', 'artritis', 'ictus']","['dificultad para respirar', 'dolor abdominal', 'náuseas', 'vómitos', 'problemas para dormir', 'hinchazón']"
D0282,Dermatitis atópica infantil,Enfermedades dermatológicas,"['presión alta', 'depresión', 'colesterol', 'dolor', 'problema digestivo', 'eczema']","['visión borrosa', 'fatiga', 'diarrea', 'dificultad para respirar', 'pérdida de peso', 'mareos']"
D0283,Rosácea papulopustulosa,Enfermedades dermatológicas,"['epilepsia', 'ataque al corazón', 'ansiedad', 'presión alta', 'cáncer', 'depresión']","['sangrado', 'dolor torácico', 'náuseas', 'dolor de cabeza', 'confusión', 'dolor abdominal']"
D0284,Vitíligo segmentario,Enfermedades dermatológicas,"['azúcar en sangre', 'ataque al corazón', 'epilepsia', 'inflamación', 'ictus', 'eczema']","['dolor de cabeza', 'fiebre', 'vómitos', 'hinchazón', 'diarrea', 'pérdida de peso']"
D0285,Melanoma de extensión superficial,Enfermedades dermatológicas,"['ataque al corazón', 'infección', 'cáncer', 'artritis', 'problema cardíaco', 'diabetes']","['pérdida de memoria', 'confusión', 'dolor abdominal', 'dolor de cabeza', 'fatiga', 'pérdida de apetito']"
D0286,Queratosis actínica,Enfermedades dermatológicas,"['problema cardíaco', 'presión alta', 'dolor', 'diabetes', 'alergia', 'cáncer']","['pérdida de apetito', 'dolor de cabeza', 'fiebre', 'problemas para dormir', 'náuseas', 'visión borrosa']"
D0287,Acné inflamatorio severo,Enfermedades dermatológicas,"['presión alta', 'dolor', 'alergia', 'ataque al corazón', 'depresión', 'azúcar en sangre']","['problemas para dormir', 'fatiga', 'dolor abdominal', 'visión borrosa', 'vómitos', 'sangrado']"
D0288,Eczema alérgico de contacto,Enfermedades dermatológicas,"['ictus', 'infección', 'colesterol', 'diabetes', 'problema cardíaco', 'problema digestivo']","['vómitos', 'confusión', 'visión borrosa', 'diarrea', 'dolor de cabeza', 'problemas para dormir']"
D0289,Urticaria crónica,Enfermedades dermatológicas,"['alergia', 'inflamación', 'hipotiroidismo', 'colesterol', 'presión alta', 'infección']","['dolor abdominal', 'náuseas', 'pérdida de apetito', 'problemas para dormir', 'pérdida de memoria', 'fatiga']"
D0290,Lupus cutáneo discoide,Enfermedades dermatológicas,"['cáncer', 'problema cardíaco', 'alergia', 'ansiedad', 'hipotiroidismo', 'presión alta']","['dolor de cabeza', 'pérdida de peso', 'diarrea', 'problemas para dormir', 'mareos', 'dolor torácico']"
D0291,Psoriasis vulgar,Enfermedades dermatológicas,"['azúcar en sangre', 'infección', 'problema digestivo', 'ataque al corazón', 'artritis', 'colesterol']","['fatiga', 'pérdida de apetito', 'dolor torácico', 'hinchazón', 'vómitos', 'pérdida de memoria']"
D0292,Dermatitis atópica infantil,Enfermedades dermatológicas,"['depresión', 'ictus', 'problema digestivo', 'artritis', 'asma', 'diabetes']","['pérdida de peso', 'problemas para dormir', 'diarrea', 'tos', 'pérdida de apetito', 'dificultad para respirar']"
D0293,Rosácea papulopustulosa,Enfermedades dermatológicas,"['depresión', 'cáncer', 'ataque al corazón', 'azúcar en sangre', 'infección', 'hipotiroidismo']","['dolor de cabeza', 'pérdida de apetito', 'mareos', 'dolor torácico', 'fiebre', 'problemas para dormir']"
D0294,Vitíligo segmentario,Enfermedades dermatológicas,"['ataque al corazón', 'epilepsia', 'ansiedad', 'colesterol', 'hipotiroidismo', 'presión alta']","['pérdida de apetito', 'tos', 'mareos', 'diarrea', 'náuseas', 'dificultad para respirar']"
D0295,Melanoma de extensión superficial,Enfermedades dermatológicas,"['infección', 'inflamación', 'presión alta', 'dolor', 'ansiedad', 'depresión']","['pérdida de apetito', 'sangrado', 'dolor de cabeza', 'náuseas', 'confusión', 'visión borrosa']"
D0296,Queratosis actínica,Enfermedades dermatológicas,"['problema digestivo', 'diabetes', 'infección', 'azúcar en sangre', 'alergia', 'problema cardíaco']","['confusión', 'pérdida de apetito', 'diarrea', 'dolor de cabeza', 'fatiga', 'dolor abdominal']"
D0297,Acné inflamatorio severo,Enfermedades dermatológicas,"['cáncer', 'hipotiroidismo', 'eczema', 'depresión', 'inflamación', 'problema digestivo']","['tos', 'hinchazón', 'fatiga', 'dolor de cabeza', 'pérdida de peso', 'fiebre']"
